Ticket,Symbol,Type,Trading Volume (in Lots),Open Time,Open Price,Close Time,Close Price,Swaps,Commission,Profit,Comment
173890455,AUDCAD.c,buy,0.05,2/26/2026 17:30,0.96952,2/26/2026 17:45,0.97156,0,0,7.44,"copy #50000005, 173890266"
173840625,,balance,,,,2/26/2026 5:54,,0,,"80,000.00",dbu 6880395
173792764,AUDCAD.c,sell,1.2,2/25/2026 18:30,0.97293,2/26/2026 17:15,0.9712,0,0,151.63,"copy #50000005, 173792573"
173775219,AUDCAD.c,sell,0.05,2/25/2026 15:15,0.9708,2/26/2026 17:15,0.97113,0,0,-1.21,"copy #50000005, 173775099"
173765572,AUDCAD.c,buy,0.05,2/25/2026 13:15,0.96974,2/25/2026 15:00,0.97079,0,0,3.84,"copy #50000005, 173765448"
173729696,AUDCAD.c,sell,1.8,2/25/2026 5:45,0.97157,2/25/2026 12:00,0.97036,0,0,159.1,"copy #50000005, 173729522"
173718847,AUDCAD.c,sell,1.2,2/25/2026 3:30,0.96954,2/25/2026 12:00,0.97036,0,0,-71.88,"copy #50000005, 173718676"
173706744,,balance,,,,2/25/2026 0:19,,0,,-29.37,fee #22923297
173687352,AUDCAD.c,sell,0.05,2/24/2026 17:30,0.96744,2/25/2026 12:00,0.97036,-0.24,0,-10.67,"copy #50000005, 173687182"
173679591,AUDCAD.c,buy,1.2,2/24/2026 16:15,0.96462,2/24/2026 16:45,0.96621,0,0,139.02,"copy #50000005, 173679435"
173663024,AUDCAD.c,buy,0.05,2/24/2026 13:15,0.96659,2/24/2026 16:45,0.9662,0,0,-1.42,"copy #50000005, 173662863"
173624537,AUDCAD.c,sell,0.05,2/24/2026 4:15,0.96775,2/24/2026 13:00,0.96684,0,0,3.32,"copy #50000005, 173624445"
173601286,,balance,,,,2/24/2026 0:19,,0,,-19.58,fee #22831555
173585259,AUDCAD.c,buy,0.05,2/23/2026 18:00,0.96646,2/24/2026 3:00,0.96747,0,0,3.68,"copy #50000005, 173585117"
173565468,AUDCAD.c,buy,0.05,2/23/2026 14:30,0.9668,2/23/2026 15:45,0.96779,0,0,3.61,"copy #50000005, 173565282"
173550999,AUDCAD.c,sell,0.05,2/23/2026 11:15,0.96837,2/23/2026 14:15,0.96715,0,0,4.45,"copy #50000005, 173550708"
173515024,AUDCAD.c,buy,0.05,2/23/2026 3:30,0.96714,2/23/2026 9:15,0.96806,0,0,3.36,"copy #50000005, 173514884"
173504299,AUDCAD.c,sell,1.2,2/23/2026 1:45,0.96956,2/23/2026 3:00,0.96859,0,0,85.25,"copy #50000005, 173504171"
173470591,AUDCAD.c,sell,0.05,2/20/2026 17:00,0.96707,2/23/2026 3:00,0.96857,0,0,-5.49,"copy #50000005, 173470395"
173497319,,balance,,,,2/21/2026 0:20,,0,,-25.12,fee #22750510
173455329,AUDCAD.c,buy,0.05,2/20/2026 13:30,0.96515,2/20/2026 16:45,0.96643,0,0,4.67,"copy #50000005, 173455161"
173445986,AUDCAD.c,sell,1.2,2/20/2026 11:15,0.96638,2/20/2026 13:15,0.96539,0,0,86.8,"copy #50000005, 173445840"
173431455,AUDCAD.c,sell,0.05,2/20/2026 8:00,0.96385,2/20/2026 13:15,0.96539,0,0,-5.63,"copy #50000005, 173431257"
173417380,AUDCAD.c,buy,1.2,2/20/2026 4:15,0.96276,2/20/2026 7:45,0.96337,0,0,53.46,"copy #50000005, 173417261"
173414518,AUDCAD.c,buy,0.05,2/20/2026 3:30,0.96498,2/20/2026 7:45,0.96338,0,0,-5.84,"copy #50000005, 173414384"
173405532,,balance,,,,2/20/2026 0:19,,0,,-3.97,fee #22717061
173404343,AUDCAD.c,sell,0.05,2/19/2026 23:30,0.96622,2/20/2026 0:07,0.96573,-0.24,0,1.79,"copy #50000005, 173404150"
173367167,AUDCAD.c,buy,0.05,2/19/2026 12:45,0.96495,2/19/2026 19:45,0.96591,0,0,3.5,"copy #50000005, 173367068"
173346989,AUDCAD.c,sell,0.05,2/19/2026 8:45,0.96652,2/19/2026 12:00,0.96538,0,0,4.17,"copy #50000005, 173346861"
